sample_idx,timestamp,sensor_id,sensor_data,q0,q1,q2,q3
2158,15571963825,1,[-55;-55;6],0.9843153953552246,-0.1410603970289230,-0.1051091775298119,0.0133120594546199
2170,15681964375,1,[-56;-56;6],0.9841686487197876,-0.1416411548852921,-0.1056899651885033,0.0133962258696556
2182,15761964775,1,[-56;-56;6],0.9840198755264282,-0.1422269940376282,-0.1062759831547737,0.0134805748239160
2194,15841965150,1,[-56;-56;6],0.9838704466819763,-0.1428127288818359,-0.1068619340658188,0.0135649135336280
2206,15921965575,1,[-56;-56;6],0.9837203025817871,-0.1433983594179153,-0.1074478030204773,0.0136492419987917
2218,16001965975,1,[-56;-56;6],0.9835693836212158,-0.1439838856458664,-0.1080335900187492,0.0137335611507297
2230,16081965075,1,[-57;-57;5],0.9834165573120117,-0.1445738971233368,-0.1086253896355629,0.0138128241524100
2242,16161966775,1,[-57;-57;5],0.9832617044448853,-0.1451683938503265,-0.1092231869697571,0.0138870291411877
2254,16241967175,1,[-57;-57;5],0.9831061363220215,-0.1457627862691879,-0.1098209023475647,0.0139612238854170
2266,16341967675,1,[-57;-57;5],0.9829498529434204,-0.1463570594787598,-0.1104185357689857,0.0140354083850980
2278,16421968075,1,[-57;-57;5],0.9827927947044373,-0.1469512283802032,-0.1110160872340202,0.0141095817089081
2290,16501968475,1,[-56;-56;5],0.9826371073722839,-0.1475375592708588,-0.1116055920720100,0.0141834588721395
2302,16581968875,1,[-56;-56;5],0.9824814200401306,-0.1481211930513382,-0.1121923625469208,0.0142572289332747
2314,16661969275,1,[-58;-58;4],0.9823236465454102,-0.1487095803022385,-0.1127847582101822,0.0143285654485226
2326,16741969675,1,[-58;-58;4],0.9821611046791077,-0.1493124216794968,-0.1133941784501076,0.0143926152959466
2338,16821970075,1,[-58;-58;4],0.9819977879524231,-0.1499151587486267,-0.1140035167336464,0.0144566539674997
2350,16921970575,1,[-58;-58;5],0.9818336367607117,-0.1505186855792999,-0.1146115660667419,0.0145285278558731
2362,17001970975,1,[-58;-58;5],0.9816686511039734,-0.1511224061250687,-0.1152191311120987,0.0146030057221651
2374,17081971375,1,[-59;-59;3],0.9815016388893127,-0.1517299264669418,-0.1158335283398628,0.0146672064438462
2386,17161971775,1,[-59;-59;3],0.9813326001167297,-0.1523412466049194,-0.1164547502994537,0.0147211300209165
2398,17241972175,1,[-59;-59;3],0.9811628460884094,-0.1529524475336075,-0.1170758754014969,0.0147750424221158
2410,17421974725,1,[-59;-59;3],0.9809922575950623,-0.1535635292530060,-0.1176969185471535,0.0148289427161217
2422,17501973475,1,[-59;-59;3],0.9808208942413330,-0.1541744917631149,-0.1183178573846817,0.0148828309029341
2434,17611974025,1,[-59;-59;3],0.9806487560272217,-0.1547853201627731,-0.1189387142658234,0.0149367079138756
2446,17691974425,1,[-54;-54;7],0.9804863333702087,-0.1553612798452377,-0.1195147484540939,0.0150204803794622
2458,17771974825,1,[-54;-54;7],0.9803267717361450,-0.1559255272150040,-0.1200757995247841,0.0151142124086618
2470,17851975225,1,[-54;-54;7],0.9801665544509888,-0.1564896851778030,-0.1206367686390877,0.0152079341933131
2482,17931975600,1,[-55;-55;7],0.9800027012825012,-0.1570640057325363,-0.1212082579731941,0.0153020275756717
2494,18011976025,1,[-55;-55;7],0.9798381924629211,-0.1576382219791412,-0.1217796653509140,0.0153961097821593
2506,18091976425,1,[-55;-55;6],0.9796730875968933,-0.1582113504409790,-0.1223522499203682,0.0154823530465364
2518,18201976975,1,[-55;-55;6],0.9795073866844177,-0.1587840467691422,-0.1229251697659492,0.0155659774318337
2530,18281977350,1,[-56;-56;6],0.9793394804000854,-0.1593617796897888,-0.1235033050179482,0.0156497806310654
2542,18361977775,1,[-56;-56;6],0.9791693687438965,-0.1599445194005966,-0.1240866556763649,0.0157337635755539
2554,18441978175,1,[-56;-56;6],0.9789986014366150,-0.1605271399021149,-0.1246699094772339,0.0158177372068167
2566,18521978575,1,[-56;-56;6],0.9788271188735962,-0.1611096560955048,-0.1252530813217163,0.0159016977995634
2578,18601978975,1,[-56;-56;6],0.9786549210548401,-0.1616920530796051,-0.1258361637592316,0.0159856472164392
2590,18681979375,1,[-56;-56;5],0.9784820675849915,-0.1622736603021622,-0.1264200061559677,0.0160643737763166
2602,18761979775,1,[-56;-56;5],0.9783086180686951,-0.1628544777631760,-0.1270046383142471,0.0161378756165504
2614,18881980375,1,[-56;-56;5],0.9781345129013062,-0.1634351909160614,-0.1275891661643982,0.0162113662809134
2626,18961980750,1,[-56;-56;5],0.9779596924781799,-0.1640157699584961,-0.1281736046075821,0.0162848439067602
2638,19041981175,1,[-56;-56;5],0.9777841567993164,-0.1645962446928024,-0.1287579685449600,0.0163583122193813
2650,19121981600,1,[-57;-57;5],0.9776048064231873,-0.1651868373155594,-0.1293528079986572,0.0164321493357420
2662,19201981975,1,[-57;-57;5],0.9774247407913208,-0.1657773107290268,-0.1299475580453873,0.0165059734135866
2674,19281982375,1,[-58;-58;5],0.9772422909736633,-0.1663727760314941,-0.1305475085973740,0.0165799781680107
2686,19361982775,1,[-58;-58;5],0.9770575761795044,-0.1669732332229614,-0.1311526596546173,0.0166541598737240
2698,19471983325,1,[-57;-57;5],0.9768729209899902,-0.1675710082054138,-0.1317550539970398,0.0167282335460186
2710,19551983725,1,[-57;-57;5],0.9766899347305298,-0.1681609749794006,-0.1323494166135788,0.0168020073324442
2722,19631984125,1,[-57;-57;5],0.9765061736106873,-0.1687508225440979,-0.1329436749219894,0.0168757699429989
2734,19711984525,1,[-58;-58;4],0.9763194322586060,-0.1693471521139145,-0.1335471123456955,0.0169420037418604
2746,19791984925,1,[-58;-58;4],0.9761312007904053,-0.1699455529451370,-0.1341535598039627,0.0170057211071253
2758,19871985325,1,[-59;-59;3],0.9759414196014404,-0.1705460250377655,-0.1347630023956299,0.0170669201761484
2770,19951985725,1,[-59;-59;3],0.9757485985755920,-0.1711529344320297,-0.1353816241025925,0.0171205941587687
2782,20031986125,1,[-59;-59;3],0.9755550026893616,-0.1717597097158432,-0.1360001415014267,0.0171742532402277
2794,20211988075,1,[-59;-59;3],0.9753606319427490,-0.1723663657903671,-0.1366185545921326,0.0172279011458158
2806,20291987425,1,[-57;-57;4],0.9751687049865723,-0.1729633957147598,-0.1372253745794296,0.0172863472253084
2818,20371987825,1,[-57;-57;4],0.9749792814254761,-0.1735508143901825,-0.1378205865621567,0.0173495952039957
2830,20451988225,1,[-57;-57;4],0.9747890830039978,-0.1741381138563156,-0.1384156942367554,0.0174128320068121
2842,20531988925,1,[-54;-54;7],0.9746077060699463,-0.1746991276741028,-0.1389734447002411,0.0175060667097569
2854,20611989325,1,[-54;-54;7],0.9744256138801575,-0.1752600073814392,-0.1395310908555984,0.0175992883741856
2866,20721989875,1,[-55;-55;7],0.9742411971092224,-0.1758258789777756,-0.1400939375162125,0.0176926907151937
2878,20801990275,1,[-55;-55;7],0.9740544557571411,-0.1763967126607895,-0.1406619548797607,0.0177862700074911
2890,20881990675,1,[-54;-54;7],0.9738678336143494,-0.1769648939371109,-0.1412272453308105,0.0178797412663698
2902,20961991075,1,[-54;-54;7],0.9736831784248352,-0.1775253117084503,-0.1417845189571381,0.0179729163646698
2914,21041991475,1,[-54;-54;7],0.9734978079795837,-0.1780855953693390,-0.1423416882753372,0.0180660784244537
